73 11032 46122
32 6060 193.339996338 -73.6599731445
35 6060 -341.290008545 -76.0700073242
37 6060 227.009994507 -70.9600219727
32 6061 -191.580001831 -250.11000061
37 6061 -71.3299865723 -234.940002441
44 6061 -336.269989014 -267.25
32 6062 211.220001221 -347.239990234
37 6062 355.619995117 -313.660003662
32 6063 -386.799987793 59.710018158
37 6063 -318.019989014 57.2800292969
51 6063 114.510002136 37.9899902344
32 6064 194.369995117 -43.9000205994
37 6064 228.220001221 -39.3200111389
32 6065 -313.519989014 -71.1299972534
37 6065 -254.470001221 -69.9400024414
44 6065 -379.059997559 -71.9299926758
32 6066 -278.850006104 -106.010002136
37 6066 -221.399993896 -103.949996948
44 6066 -342.410003662 -107.239997864
32 6067 265.029998779 -147.63999939
37 6067 343.359985352 -139
41 6067 70.799987793 -161.210006714
44 6067 174.910003662 -151.559997559
32 6068 -259.089996338 -227.059997559
37 6068 -146.809997559 -215.279998779
32 6069 -203.679992676 -236.279998779
37 6069 -83.7399902344 -222.449996948
32 6070 203.589996338 -373.119995117
37 6070 347.739990234 -337.209991455
32 6071 0.730010986328 541.099975586
37 6071 49.3100013733 526.729980469
32 6072 0.730010986328 541.099975586
37 6072 49.420009613 526.969970703
44 6072 -56.3100013733 564.369995117
32 6073 122.040000916 64.1200027466
37 6073 158.679992676 64.109992981
40 6073 -5.23999023438 73.6900024414
44 6073 81.049987793 68.1599731445
46 6073 -44.3400001526 73.9799804688
32 6074 -162.460006714 -74.950012207
37 6074 -113.120002747 -72.3300170898
40 6074 -330.359985352 -78.0800170898
51 6074 288.399993896 -76.5200195312
32 6075 -233.570007324 -76.049987793
37 6075 -180.699996948 -74.9199829102
44 6075 -292.890014648 -76.8200073242
32 6076 -111.779998779 -141.830001831
37 6076 8.35000610352 -134.839996338
44 6076 -256.980010986 -147.869995117
32 6077 -270.410003662 -214.179992676
37 6077 -159.300003052 -203.25
32 6078 240.990005493 -112.75
33 6078 -325.070007324 -117.550003052
35 6078 -251.770004272 -95.5399780273
37 6078 317.100006104 -107.440002441
32 6079 197.009994507 -357.290008545
37 6079 342.600006104 -322.929992676
32 6080 219.419998169 -361.839996338
37 6080 361.940002441 -327.209991455
32 6081 -295.739990234 -63.3100013733
37 6081 -237.369995117 -65.049987793
32 6082 103.5 48.2800292969
37 6082 144.050003052 47.6599693298
40 6082 -27.079990387 56.3800010681
41 6082 17.0599994659 53.0300292969
44 6082 61 52.1899986267
46 6082 -69.1499862671 57.039981842
48 6082 -110.010002136 58.2600097656
57 6082 -154.539993286 60.5600013733
65 6082 -202.61000061 63.9399986267
32 6083 10.4099998474 -209.179992676
37 6083 144.13999939 -194
32 6084 -67.0299987793 -37.4399986267
37 6084 -19.920009613 -38.0700111389
32 6085 -232.940002441 -210.789993286
37 6085 -117 -199.600006104
32 6086 -211.229995728 -164.919998169
37 6086 -97.5299987793 -155.669998169
32 6087 66.2900085449 135.029998779
37 6087 108.660003662 133.520004272
32 6088 66.2900085449 135.029998779
37 6088 108.660003662 133.520004272
32 6089 70.140007019 -14.9600200653
37 6089 117.470001221 -13.9199800491
33 6090 -189.910003662 284.630004883
35 6090 -172.990005493 266.769989014
33 6091 387.869995117 70.359992981
35 6091 360.769989014 63.9699707031
52 6091 -273.940002441 55.7600097656
53 6091 -227.5 62.0700111389
55 6091 -201.429992676 64.890007019
59 6091 -172.949996948 68.9099731445
66 6091 -104.029998779 76.5299987793
69 6091 -25.5599994659 82.6299972534
71 6091 -63.2000083923 80.3299865723
33 6092 370.410003662 59.75
35 6092 345.869995117 54.5300292969
33 6093 370.410003662 59.75
35 6093 345.869995117 54.5300292969
33 6094 -283.239990234 38.1500205994
37 6094 305.279998779 37.2000083923
44 6094 252.619995117 39.8499794006
46 6094 175.240005493 42.1199989319
47 6094 -342.549987793 47.460018158
56 6094 -378.540008545 54.5700111389
33 6095 -338.029998779 32.0499916077
37 6095 261.140014648 26.0700092316
38 6095 -385.709991455 39.9799804688
41 6095 158.449996948 29.0999794006
33 6096 346.410003662 -79.1799926758
35 6096 307.989990234 -70.5900268555
33 6097 207.770004272 -79.549987793
35 6097 190.770004272 -72.2800292969
38 6097 229.809997559 -86.4799804688
47 6097 259.760009766 -98.0100097656
53 6097 -392.820007324 -107.059997559
55 6097 -348.720001221 -111.650001526
56 6097 299.679992676 -112.010002136
66 6097 -166.13999939 -126.370002747
68 6097 -237.970001221 -120.540000916
70 6097 357.359985352 -130.449996948
71 6097 -79.950012207 -134.130004883
33 6098 -216.25 343.859985352
35 6098 -196.429992676 320.119995117
33 6099 -134.229995728 300.459991455
35 6099 -120.919998169 281.910003662
33 6100 -159.960006714 264.190002441
35 6100 -145.270004272 246.5
38 6100 -178.36000061 290.739990234
33 6101 390.239990234 65.7299804688
35 6101 362.570007324 59.710018158
53 6101 -225.919998169 57.2999916077
55 6101 -199.949996948 60.4099693298
59 6101 -171.289993286 64.299987793
66 6101 -102.300003052 71.8300170898
69 6101 -23.7900104523 77.7399902344
71 6101 -61.3900108337 75.3700027466
33 6102 390.239990234 65.7299804688
35 6102 362.570007324 59.710018158
33 6103 -277.619995117 29.3799991608
37 6103 314.380004883 28.7999897003
33 6104 -330.809997559 -47.2399902344
37 6104 265.100006104 -47.5200195312
38 6104 -373.260009766 -47.8699989319
41 6104 169.789993286 -46.289981842
46 6104 107.879997253 -48.2299804688
48 6104 78.3700027466 -49.5900306702
57 6104 47.4099998474 -48.960018158
33 6105 -316.049987793 -112.129997253
35 6105 -244.720001221 -90.2600097656
33 6106 -315.970001221 -116.190002441
35 6106 -244.259994507 -92.7600097656
44 6106 161.940002441 -112.720001221
33 6107 -199.25 332.600006104
35 6107 -181.119995117 310.510009766
38 6107 -223.089996338 366.410003662
33 6108 -333.880004883 -54.9299888611
35 6108 -300.019989014 -49.4399986267
38 6108 -376.910003662 -56.710018158
33 6109 -251.720001221 -71.9799804688
35 6109 -230.429992676 -66.25
38 6109 -278.130004883 -75.3200073242
40 6109 225.589996338 -82.25
41 6109 255.020004272 -82.4199829102
46 6109 200.839996338 -85.6200027466
47 6109 -307.959991455 -83.109992981
56 6109 -341.700012207 -89.0599975586
57 6109 148.690002441 -89.5
70 6109 -376.529998779 -98.3099975586
33 6110 -321.070007324 -154.979995728
35 6110 -246.279998779 -124.040000916
37 6110 323.290008545 -139.919998169
40 6110 -64.2799987793 -172.11000061
41 6110 49.9399986267 -163.050003052
46 6110 -188.039993286 -182.929992676
33 6111 -199.970001221 342.369995117
35 6111 -182.160003662 319.820007324
33 6112 -194.809997559 328.489990234
35 6112 -176.869995117 306.570007324
33 6113 -128.070007324 281.299987793
35 6113 -116.349998474 265.399993896
33 6114 -284.839996338 39.1699790955
37 6114 302.899993896 38.1599693298
65 6114 102.529998779 49.0100097656
33 6115 -385.029998779 -418.089996338
35 6115 -231.949996948 -270.160003662
33 6116 -385.029998779 -418.089996338
35 6116 -231.949996948 -270.160003662
33 6117 -137.350006104 287.25
35 6117 -123.739997864 269.190002441
38 6117 -154.580001831 315.959991455
33 6118 -137.350006104 287.25
35 6118 -123.739997864 269.190002441
38 6118 -154.580001831 315.959991455
33 6119 390.570007324 28.2199707031
35 6119 363.570007324 25.2600097656
52 6119 -271.589996338 21.5599994659
55 6119 -199.979995728 26.7600097656
58 6119 -250.070007324 23.3400306702
59 6119 -170.830001831 29.7999897003
66 6119 -101.309997559 35.3900108337
68 6119 -138.479995728 32.2600097656
69 6119 -22.7900104523 38.9899902344
71 6119 -60.8200111389 37.8499794006
33 6120 316.619995117 -92.3300170898
35 6120 277.470001221 -81.2100219727
49 6120 -406.239990234 -80.140007019
52 6120 -332.269989014 -88.859992981
62 6120 -371.540008545 -84.5300292969
33 6121 -80.5400085449 -104.050003052
35 6121 -62.420009613 -89.3300170898
33 6122 -260.410003662 -23.2600097656
35 6122 -238.38999939 -20.7800292969
38 6122 -287.829986572 -23.7199707031
47 6122 -320.649993896 -25.1500205994
33 6123 -192.880004883 384.100006104
35 6123 -173.75 356.649993896
38 6123 -216.949996948 425.029998779
47 6123 -246.279998779 468.109985352
56 6123 -277.809997559 522.690002441
33 6124 -145.570007324 295.040008545
35 6124 -133.259994507 274.75
47 6124 -182.779998779 355.230010986
56 6124 -206.529998779 392.220001221
33 6125 -263.230010986 -108.059997559
35 6125 -206.669998169 -89.5700073242
38 6125 -359.350006104 -135.449996948
33 6126 -308.230010986 -159.399993896
35 6126 -236.470001221 -128.380004883
33 6127 -262.989990234 -33.210018158
35 6127 -241.259994507 -29.5300292969
38 6127 -289.519989014 -33.1300010681
1 6128 -129.330001831 -27.7199707031
5 6128 -119.819999695 -28.7800292969
38 6128 -248.960006714 -33.3499794006
44 6128 318.109985352 -36.9799804688
1 6129 218.470001221 233.220001221
39 6129 114.019996643 111.470001221
45 6129 117.430000305 106.029998779
64 6129 121.319999695 97.9899902344
1 6130 86.7399902344 -21.9699707031
3 6130 87.9899902344 -24.3700008392
10 6130 74.890007019 -22.3700008392
13 6130 74.2399902344 -22.4299907684
16 6130 69.8399963379 -23.3599891663
30 6130 63.5600013733 -22.8400306702
34 6130 55.8800010681 -22.0399799347
39 6130 54.7300109863 -21.1500205994
60 6130 71.2399902344 -22.3900108337
3 6131 -327.559997559 130.630004883
36 6131 238.940002441 117.680000305
42 6131 303.649993896 114.019996643
63 6131 356.519989014 103.629997253
3 6132 -313.089996338 -73.9000167847
42 6132 316.959991455 -68.5100097656
3 6133 -317.679992676 -86.6799926758
42 6133 312.600006104 -79.7800292969
5 6134 -189.369995117 93.8999862671
42 6134 348.739990234 134.070007324
5 6135 -235.089996338 29.6599693298
42 6135 294.890014648 37.8499794006
5 6136 -254.679992676 84.799987793
42 6136 269.940002441 98.8700027466
5 6137 -224.520004272 -156.759994507
42 6137 270.329986572 -193.899993896
6 6138 73.8999862671 55.4500083923
8 6138 73.5400085449 57.9799804688
38 6138 73.2200012207 74.6900024414
47 6138 73.6499862671 75.5999832153
56 6138 75.140007019 78.2299804688
70 6138 78.6299972534 80.4800109863
6 6139 107.050003052 -6.48999023438
8 6139 107.550003052 -5.39001512527
9 6139 108.400001526 -4.46002197266
12 6139 111.019996643 -4.95001220703
14 6139 109.910003662 -5.16998291016
15 6139 111.940002441 -5.53997802734
17 6139 112.199996948 -4.46002197266
20 6139 112.099998474 -4.63000488281
33 6139 114.029998779 -5.15002393723
35 6139 112.819999695 -4.14001512527
70 6139 125.419998169 -3.20001196861
7 6140 148.679992676 102.690002441
38 6140 285.049987793 285.480010986
47 6140 303.589996338 310.869995117
56 6140 329.980010986 339.459991455
70 6140 360.630004883 373.420013428
7 6141 112.589996338 -18.1699790955
10 6141 105.839996338 -17.9799804688
11 6141 109.519996643 -17.7100200653
13 6141 102.980003357 -17.3099994659
16 6141 95.6299972534 -17.6799907684
22 6141 99.5100097656 -17.5399799347
30 6141 89.25 -17.8400306702
34 6141 82.049987793 -18.0100097656
39 6141 83.2300109863 -16.9799804688
43 6141 78.549987793 -18.3300209045
45 6141 88.0199890137 -17.8499794006
7 6142 -171.119995117 -59.3499794006
43 6142 -101.470001221 -41.5900306702
8 6143 105.290000916 -16.2399902344
14 6143 108.519996643 -16.4799804688
15 6143 110.330001831 -16.8799991608
17 6143 111.019996643 -16.2000102997
33 6143 112.510002136 -17.1299991608
38 6143 114 -15.9000196457
47 6143 116.319999695 -16.7100200653
56 6143 119.050003052 -16.4799804688
70 6143 124.379997253 -16.3400306702
8 6144 138.710006714 8.75
9 6144 140.619995117 10.4600200653
14 6144 143.979995728 10.5999803543
15 6144 149.850006104 11.2199697495
38 6144 164.289993286 17.0300292969
8 6145 -25.4500102997 1.15997302532
9 6145 -27.8099994659 1.96997094154
12 6145 -31.1799907684 1.96002197266
14 6145 -29.3200092316 1.22997999191
15 6145 -33.1099891663 1.28002905846
17 6145 -38.829990387 3.02002000809
20 6145 -35.9800109863 2.47997999191
33 6145 -43.3999900818 2.88000488281
35 6145 -41.2200012207 3.90997290611
38 6145 -45.8800010681 4.75
47 6145 -47.75 3.86999511719
56 6145 -48.7000083923 4.65002393723
70 6145 -47.3900108337 4.5
8 6146 147.740005493 36.3300209045
39 6146 106.599998474 19.1099891663
60 6146 113.800003052 15.1400098801
9 6147 -345.549987793 44.5499916077
41 6147 -199.869995117 61.3100013733
46 6147 -311.630004883 65.7600097656
48 6147 -365.329986572 68.1799926758
51 6147 375.920013428 77.1000137329
9 6148 102.709999084 -12.6899995804
12 6148 105.370002747 -13.5900297165
14 6148 104.559997559 -13.4899902344
15 6148 106.510002136 -13.9899902344
35 6148 108.120002747 -13.3400297165
38 6148 110.230003357 -13.0900297165
47 6148 112.300003052 -14.0399799347
56 6148 115.410003662 -13.2600097656
70 6148 120.690002441 -13.5100097656
9 6149 99.950012207 -22.4199790955
12 6149 102.980003357 -23.6799907684
15 6149 103.769996643 -24.9799804688
17 6149 104.599998474 -24.9000205994
33 6149 106.569999695 -26.4600200653
38 6149 108.319999695 -25.5999794006
47 6149 109.919998169 -27.0900306702
56 6149 113 -26.9000205994
70 6149 118.220001221 -27.75
10 6150 115 94.7300109863
22 6150 107.239997864 86.6000137329
43 6150 84.6700134277 72.7800292969
10 6151 -103.309997559 224.850006104
39 6151 -61.829990387 140.809997559
45 6151 -51.0499916077 132.589996338
10 6152 162.479995728 -69.6200027466
43 6152 103.919998169 -51.9099693298
45 6152 107.419998169 -48.4399986267
60 6152 110.930000305 -46.3499794006
64 6152 112.269996643 -45.0700111389
11 6153 -199.5 -33.0700111389
42 6153 270.450012207 -41.6799888611
11 6154 -118.319999695 269.010009766
39 6154 -64.4200134277 153.470001221
11 6155 -103.900001526 262.429992676
39 6155 -55.920009613 149.649993896
43 6155 -65.0400085449 156.559997559
60 6155 -35.9700012207 134.070007324
12 6156 110 52.3300209045
38 6156 115.370002747 64.8099975586
70 6156 126.330001831 71.75
12 6157 -206.970001221 -81.6599731445
41 6157 313.549987793 -102.230003357
12 6158 -75.5299987793 -27.2100200653
38 6158 -107.510002136 -28.9000205994
12 6159 -5.89999389648 -36.6599693298
15 6159 -8.23001098633 -38.3200111389
17 6159 -14.8500099182 -39.2199707031
20 6159 -11.6499900818 -38.4299888611
33 6159 -20.5599994659 -42.2000083923
35 6159 -18.0599994659 -39.5300292969
38 6159 -24.1099891663 -41.8900108337
47 6159 -27.2000102997 -44.2800292969
56 6159 -29.7099895477 -45.3400306702
70 6159 -29.3700008392 -47.5100097656
12 6160 -166.630004883 -56.6799888611
14 6160 -153.369995117 -55.4699707031
38 6160 -282.940002441 -78.1900024414
44 6160 278.820007324 -81.5300292969
12 6161 -91.1499862671 5.17999315262
38 6161 -162.669998169 16.5499897003
12 6162 -45.4399986267 -9.42999267578
17 6162 -56.0400085449 -6.71002197266
33 6162 -61.9800109863 -8.26000976562
38 6162 -65.75 -6.07000684738
13 6163 85.9200134277 52.4399986267
16 6163 79.3399963379 48.7199707031
22 6163 82.8299865723 50.5800209045
30 6163 73.9100036621 47.0700111389
34 6163 67.2200012207 45.6099891663
38 6163 93.890007019 74.0399780273
13 6164 338.739990234 17.4699707031
43 6164 245.600006104 6.11999511719
13 6165 79.1900024414 -137.86000061
16 6165 71.4100036621 -127.900001526
30 6165 67.4800109863 -126.980003357
43 6165 59.4700012207 -116.370002747
13 6166 -16.2399902344 -29.8400306702
16 6166 -15.0499897003 -28.7700195312
22 6166 -15.3500099182 -29.1500205994
30 6166 -17.2800006866 -28.4500102997
39 6166 -13.5700101852 -25.7100200653
43 6166 -19.9400005341 -27.6299991608
45 6166 -5.79000902176 -26.0599994659
60 6166 1.19000196457 -25.1099891663
64 6166 7.33999586105 -24.8700008392
13 6167 -17.1000099182 101.279998779
16 6167 -17.6400108337 90.9700012207
22 6167 -16.8900108337 96.2600097656
39 6167 -17.5599994659 80.4299926758
43 6167 -24.0700092316 81.2600097656
45 6167 -9.76000976562 77.200012207
60 6167 -2.29998803139 74.950012207
64 6167 2.88000488281 72.5300292969
14 6168 -342.290008545 32.289981842
44 6168 -77.6499862671 43.1599693298
14 6169 -342.290008545 32.289981842
44 6169 -77.6499862671 43.1599693298
57 6169 -334.260009766 51.0900306702
14 6170 -354.429992676 -51.5700111389
44 6170 -59.6199989319 -47.0499916077
46 6170 -195.600006104 -49.4500083923
14 6171 -225.210006714 304.130004883
40 6171 -152.320007324 509.130004883
14 6172 -344.619995117 -47.5600013733
18 6172 224.050003052 -44.1799888611
44 6172 -48.3699989319 -43.7999916077
57 6172 -269.959991455 -48.4099693298
15 6173 -337.959991455 45.5499916077
41 6173 -15.9399995804 52.8800010681
44 6173 29.4299907684 52.0200195312
57 6173 -194.149993896 62.0499916077
65 6173 -243.809997559 63.8699989319
15 6174 135.330001831 -18.4199790955
20 6174 137.080001831 -17.8900108337
33 6174 143.960006714 -19.0200195312
35 6174 141.13999939 -17.8700008392
38 6174 146.669998169 -17.9799804688
47 6174 150.850006104 -18.6099891663
56 6174 155.669998169 -18.25
70 6174 163.470001221 -18.2399902344
15 6175 123.169998169 -19.5599994659
17 6175 126.230003357 -18.9600200653
33 6175 130.419998169 -19.0999794006
35 6175 128.199996948 -18.8799991608
38 6175 133.210006714 -18.5
47 6175 136.919998169 -19.3499794006
56 6175 141.570007324 -19.3200092316
70 6175 148.770004272 -18.9299907684
15 6176 -371.559997559 27.1099891663
41 6176 -51.1199989319 31.8900108337
15 6177 -221.429992676 15.5399799347
44 6177 191.910003662 28.2800292969
15 6178 -41.7000083923 0.969970703125
20 6178 -45.5299987793 2.28002905846
39 6178 -20.4899902344 -1.41998302937
45 6178 -13.25 -2.26001000404
60 6178 -5.73999023438 -2.14001488686
64 6178 -0.630004882812 -2.46997094154
16 6179 -53.5700111389 214.410003662
43 6179 -48.9500083923 179.850006104
16 6180 162.539993286 141.220001221
43 6180 133.36000061 117.160003662
16 6181 1.38000500202 52.3699989319
38 6181 -40.2200012207 99.3099975586
47 6181 -42.7999916077 100.86000061
56 6181 -44.1199989319 103.88999939
70 6181 -43.1099891663 106.099998474
16 6182 156.229995728 16.9199790955
22 6182 164.160003662 18.5499897003
30 6182 146.169998169 15.3100004196
34 6182 135.460006714 13.7399902344
39 6182 132.330001831 12.4699697495
45 6182 135.539993286 10.6799898148
16 6183 169.990005493 -5.63000488281
30 6183 158.619995117 -6.75
34 6183 146.86000061 -7.03002882004
39 6183 142.229995728 -6.90997314453
16 6184 175.990005493 -5.66998291016
30 6184 164.149993896 -5.85998487473
34 6184 151.929992676 -7.52002000809
43 6184 145.529998779 -8.46997070312
16 6185 179.759994507 -68.890007019
30 6185 164.36000061 -65.1299972534
43 6185 141.539993286 -60.4500083923
16 6186 156.399993896 3.63000488281
22 6186 164.850006104 4.83001708984
30 6186 146.529998779 2.73998999596
34 6186 135.649993896 1.5
39 6186 132.380004883 1.14001500607
45 6186 135.589996338 -0.520019471645
60 6186 138.880004883 -0.280029296875
16 6187 143.410003662 -13.3900098801
22 6187 151.759994507 -13.2899799347
30 6187 133.399993896 -13.8100004196
34 6187 122.459999084 -13.8499803543
16 6188 -59.5100097656 -23.1400108337
22 6188 -61.4800109863 -22.9600200653
30 6188 -60.7699890137 -23.0599994659
34 6188 -63.6899986267 -22.5300292969
39 6188 -54.2000083923 -21.5900306702
43 6188 -62.0199890137 -23.2800292969
16 6189 216.580001831 371.489990234
39 6189 159.779998779 255.490005493
16 6190 -100.61000061 -106.449996948
39 6190 -44.3900108337 -65.549987793
16 6191 -130.970001221 -114.209999084
39 6191 -59.8200111389 -68.7700195312
16 6192 283.230010986 277
43 6192 210.050003052 199.559997559
45 6192 198.339996338 172.199996948
64 6192 188.470001221 151.649993896
16 6193 -84.0899963379 -31.5300292969
30 6193 -83.2200012207 -31.5200195312
43 6193 -81.3299865723 -29.4299907684
16 6194 -45.2900085449 -18.5599994659
22 6194 -46.25 -18.1900005341
30 6194 -47.0100097656 -18.4799804688
34 6194 -50.3400001526 -18.1799907684
39 6194 -41.6099891663 -17.8200092316
43 6194 -49.2300109863 -18.8900108337
16 6195 349.739990234 30.4099693298
39 6195 301.220001221 17.2999897003
16 6196 187.869995117 -3.46997094154
30 6196 173.449996948 -4.44000196457
34 6196 160.449996948 -5.80999803543
39 6196 152.119995117 -6.48999023438
43 6196 152.809997559 -7.63000488281
60 6196 153.039993286 -7.22997999191
16 6197 167.770004272 -57.460018158
30 6197 154.520004272 -55.1300010681
34 6197 140.899993896 -53.0900306702
39 6197 134.589996338 -49.4799804688
43 6197 134.059997559 -52.2000083923
45 6197 135.410003662 -48.960018158
60 6197 137.529998779 -46.9099693298
64 6197 137.630004883 -45.7600097656
16 6198 169.570007324 38.2800292969
30 6198 155.309997559 35.3400306702
34 6198 142.470001221 32.6599693298
43 6198 135.089996338 29.7100200653
45 6198 136.690002441 22.9600200653
60 6198 138.440002441 21.3099994659
64 6198 138.330001831 19.4899902344
17 6199 203.380004883 179.509994507
35 6199 212.970001221 191.429992676
38 6199 236.36000061 220.729995728
70 6199 295.049987793 278.529998779
17 6200 -74.7600097656 149.279998779
35 6200 -79.4200134277 155.779998779
38 6200 -91.3799972534 168.720001221
47 6200 -97.0400085449 174.630004883
56 6200 -101.370002747 182.949996948
70 6200 -103.629997253 189.559997559
17 6201 -80.4700012207 147.940002441
33 6201 -91.700012207 158.550003052
38 6201 -97.5599975586 167.490005493
56 6201 -108.169998169 181.470001221
70 6201 -109.809997559 188.369995117
17 6202 -46.079990387 124.400001526
20 6202 -41.9899902344 119.510002136
35 6202 -49.75 129.830001831
38 6202 -58.9500083923 140.679992676
47 6202 -62.9700012207 145.309997559
56 6202 -65.5700073242 151.740005493
70 6202 -66.1499862671 157.119995117
17 6203 110.650001526 123.040000916
33 6203 114.720001221 131.660003662
35 6203 113.319999695 127.989997864
38 6203 117.080001831 138.820007324
47 6203 119.309997559 144.020004272
56 6203 123.550003052 150.929992676
17 6204 111.489997864 99.9100036621
20 6204 109.940002441 95.5899963379
35 6204 113.419998169 103.900001526
38 6204 118.470001221 112.989997864
47 6204 121.089996338 117.279998779
56 6204 124.550003052 123.040000916
17 6205 -388.25 50.75
40 6205 -9.2200012207 49.4099693298
65 6205 -182.559997559 56.6699790955
17 6206 -174.080001831 15.9500102997
35 6206 -188.009994507 18.8799991608
40 6206 276.459991455 29.9400005341
56 6206 -287.579986572 32.0999794006
70 6206 -310.660003662 34.1300010681
17 6207 283.339996338 8.5
38 6207 337.950012207 14.0600004196
53 6207 -291.290008545 12.5
17 6208 -273.570007324 -10.6799898148
41 6208 156.520004272 -10.7899799347
48 6208 55.1099891663 -9.98999023438
17 6209 -181.229995728 -29.4199790955
38 6209 -230.220001221 -32.7199707031
44 6209 342.040008545 -39.7600097656
17 6210 -36.4700012207 -63.5100097656
33 6210 -49.5700111389 -71.6900024414
35 6210 -42.9299888611 -66.2600097656
38 6210 -57.6199989319 -75.2399902344
47 6210 -66.7699890137 -82.4199829102
17 6211 -75.6799926758 -123.819999695
38 6211 -159.710006714 -203.029998779
17 6212 -50.7600097656 119.309997559
33 6212 -59.4500083923 128.559997559
38 6212 -64.549987793 136.050003052
56 6212 -71.700012207 146.960006714
17 6213 -54.2099914551 113.680000305
33 6213 -63.0499916077 122.239997864
35 6213 -58.4099998474 119.040000916
38 6213 -67.9800109863 129.309997559
47 6213 -72.859992981 133.36000061
56 6213 -75.799987793 139.270004272
17 6214 -120.419998169 -1.51001000404
33 6214 -136.75 -1.05999803543
35 6214 -128.320007324 -0.140014603734
38 6214 -146.600006104 1.40997302532
47 6214 -156.220001221 0.76000982523
56 6214 -165.570007324 2.05999803543
70 6214 -173.169998169 1.85998499393
17 6215 -120.419998169 -1.51001000404
33 6215 -136.75 -1.05999803543
35 6215 -128.320007324 -0.140014603734
38 6215 -146.600006104 1.40997302532
47 6215 -156.220001221 0.76000982523
56 6215 -165.570007324 2.05999803543
70 6215 -173.169998169 1.85998499393
17 6216 175.779998779 -13.4099702835
33 6216 189.020004272 -14.1400098801
35 6216 181.830001831 -13.3100004196
38 6216 197.160003662 -12.8200101852
47 6216 207.36000061 -13.7199697495
56 6216 219.289993286 -12.7899799347
66 6216 -365.220001221 -11.6599702835
68 6216 -396.910003662 -12.9699697495
69 6216 -303.700012207 -11.2700195312
70 6216 235.320007324 -12.2600097656
71 6216 -331.290008545 -10.6300001144
17 6217 -174.309997559 -22.8099994659
35 6217 -187.880004883 -22.0700092316
38 6217 -219.990005493 -24.3700008392
40 6217 306.220001221 -30.9699707031
41 6217 330.609985352 -31.1900005341
44 6217 356.299987793 -29.4099693298
46 6217 285.609985352 -32.6500205994
48 6217 266.540008545 -33.3100013733
56 6217 -258.649993896 -26.3599891663
17 6218 178.5 -23.4199790955
33 6218 191.160003662 -25.3200092316
38 6218 199.88999939 -24.5300292969
47 6218 210.179992676 -25.7999897003
59 6218 -418.880004883 -30.1299991608
68 6218 -392.089996338 -29.3799991608
17 6219 55.0499916077 -47.3900108337
38 6219 65.4599914551 -61.1300010681
17 6220 -76.5299987793 -21.9600200653
20 6220 -71.9899902344 -21.6699790955
35 6220 -80.859992981 -21.8799991608
38 6220 -91.7300109863 -21.7399902344
47 6220 -95.6000137329 -23.6699790955
56 6220 -98.7399902344 -23.7000102997
70 6220 -99.950012207 -24.8599891663
17 6221 158.399993896 -38.2700195312
20 6221 155.759994507 -37.5999794006
33 6221 165.320007324 -40.5200195312
38 6221 169.050003052 -39.6599693298
47 6221 174.070007324 -41.3599891663
17 6222 -178.25 -56.9799804688
38 6222 -225.520004272 -64.5300292969
47 6222 -245.270004272 -69.2399902344
17 6223 -32.9899902344 -66.5300292969
20 6223 -26.9899902344 -63.2700195312
35 6223 -39.4299888611 -69.9000167847
38 6223 -53.7999916077 -78.609992981
17 6224 61.9800109863 -40.1300010681
38 6224 73.5400085449 -49.6300010681
17 6225 108.949996948 100.809997559
33 6225 113.269996643 108.059997559
35 6225 111.459999084 105.099998474
38 6225 115.919998169 114.260002136
47 6225 118.800003052 118.569999695
56 6225 122.379997253 124.230003357
70 6225 128.490005493 130.850006104
17 6226 -109.470001221 7.36999511719
33 6226 -122.870002747 8.07000732422
35 6226 -117.959999084 8.98999023438
38 6226 -130.36000061 10.75
47 6226 -139.770004272 10.6400098801
17 6227 44.0299987793 -42.460018158
20 6227 44.3999900818 -39.9299888611
33 6227 46.5199890137 -50.1400108337
35 6227 44.4399986267 -44.9099693298
38 6227 48.6799888611 -53.5600013733
47 6227 52.6599998474 -61.1599693298
56 6227 57.8900108337 -69.0399780273
17 6228 -248.279998779 -9.29998779297
38 6228 -344.269989014 -5.38000488281
19 6229 328.529998779 -258.920013428
41 6229 284.209991455 -268.25
19 6230 329.679992676 -255.449996948
42 6230 371.940002441 -246.399993896
20 6231 123.529998779 86.0799865723
33 6231 129.75 96.0199890137
35 6231 127.660003662 93.2399902344
38 6231 132.899993896 101.260002136
47 6231 136.289993286 105.330001831
56 6231 140.919998169 110.269996643
70 6231 147.509994507 115.970001221
20 6232 301.679992676 32.710018158
38 6232 395.230010986 50.5300292969
49 6232 -327.820007324 33.3599891663
52 6232 -290.799987793 35.960018158
53 6232 -245.970001221 40.8100013733
55 6232 -221.149993896 42.9799804688
58 6232 -269.369995117 38.9000205994
59 6232 -194.240005493 46.3100013733
61 6232 -345.75 31.5200195312
62 6232 -309.579986572 34.7199707031
66 6232 -127.63999939 52.3900108337
68 6232 -163.029998779 48.9899902344
69 6232 -53.1099891663 56.7000083923
71 6232 -88.799987793 55.210018158
20 6233 -123.61000061 202.199996948
38 6233 -180.460006714 276.040008545
20 6234 -164.440002441 -33.3100013733
38 6234 -225.539993286 -42.5700111389
41 6234 322.779998779 -52.0800209045
44 6234 348.649993896 -50.1099891663
46 6234 276.850006104 -56.0800209045
47 6234 -244.990005493 -44.2199707031
20 6235 -374.049987793 2.33001708984
25 6235 202.460006714 -1.51001000404
